Census_type,Year,Geographic_area,Detail_level,State,Creator,Year_rough,Useful_info,Reference,Pagenumber,Digitized_link,Transcribed,Tabulated,Transcription_link,Table_link,Archival_portal_link
Manntall,1642,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Gabriel Kolajockeius,,Fjellsamer,SE/RA/55201/55201.30/3,88,https://sok.riksarkivet.se/bildvisning/A0055889_00088,Nei,Nei,x,x,x
Leidang og tiende,1643,Ytre Finnmark,Bygder og Finnebyer,Norge,,,Nordmenn og Sjøsamer,RA/EA-5023/R/Rb/Rbæ/L0005,250,https://media.digitalarkivet.no/view/77150/250,Nei,Nei,x,x,x
Skattemanntall,1643,Kemi Lappmark,Finnebyer,Sverige,,,Fjellsamer,SE/SVAR/RA-111010024/M 24/3,47,https://sok.riksarkivet.se/bildvisning/A0001749_00047,Nei,Nei,x,x,
Skattemanntall,1643,Torne Lappmark,Finnebyer,Sverige,,,Fjellsamer,SE/SVAR/RA-111010024/M 24/3,115,https://sok.riksarkivet.se/bildvisning/A0001749_00116,Nei,Nei,x,x,
Skattemanntall,1643,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,261-270,https://media.digitalarkivet.no/view/77150/261,Nei,Nei,x,x,x
Skattemanntall,1643,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,299-309,https://media.digitalarkivet.no/view/77150/299,Nei,Nei,x,x,x
Manntall,1644,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Gabriel Kolajockeius,,Fjellsamer,SE/RA/55201/55201.30/3,127,https://sok.riksarkivet.se/bildvisning/A0055889_00127,Nei,Nei,x,x,x
Skattemanntall,1644,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,299-309,https://media.digitalarkivet.no/view/77150/299,Nei,Nei,x,x,x
Skattemanntall,1644,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0005,340-352,https://media.digitalarkivet.no/view/77150/340,Nei,Nei,x,x,x
Skattemanntall,1645,Salten,Finnebyer,Norge,,,Sjøsamer,RA/EA-5023/R/Rb/Rbz/L0028,353,https://media.digitalarkivet.no/view/77131/353,Nei,Nei,x,x,x
Skatt og Leidang,1645,Senja,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,369,https://media.digitalarkivet.no/view/77131/369,Nei,Nei,x,x,x
Skatt og Leidang,1645,Troms,Bygder og Finnebyer,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0028,390,https://media.digitalarkivet.no/view/77131/390,Nei,Nei,x,x,x
Manntall,1645,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Gabriel Kolajockeius,,Fjellsamer,SE/RA/55201/55201.30/3,81,https://sok.riksarkivet.se/bildvisning/A0055889_00181,Nei,Nei,x,x,x
Skattemanntall,1645,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0006,13-24,https://media.digitalarkivet.no/view/77151/13,Nei,Nei,x,x,x
Koppskatt,1645,Ytre Finnmark,Bygder,Norge,,,Koppskatt - skatt per hode,RA/EA-5023/R/Rb/Rbæ/L0006,31-42,https://media.digitalarkivet.no/view/77151/31,Nei,Nei,x,x,x
Koppskatt,1645,Salten,Fjerdinger,Norge,,,Koppskatt - skatt per hode,RA/EA-5023/R/Rb/Rbz/L0029,1,https://media.digitalarkivet.no/view/77132/1,Nei,Nei,x,x,x
Koppskatt,1645,Senja,Tingsted,Norge,,,Koppskatt - skatt per hode,RA/EA-5023/R/Rb/Rbz/L0029,34,https://media.digitalarkivet.no/view/77132/34,Nei,Nei,x,x,x
Koppskatt,1645,Troms,Bygder,Norge,,,Koppskatt - skatt per hode,RA/EA-5023/R/Rb/Rbz/L0029,57,https://media.digitalarkivet.no/view/77132/57,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1645,Salten,Fjerdinger,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0029,80,https://media.digitalarkivet.no/view/77132/80,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1645,Senja,Tingsted,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0029,107,https://media.digitalarkivet.no/view/77132/107,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1645,Troms,Bygder,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0029,130,https://media.digitalarkivet.no/view/77132/130,Nei,Nei,x,x,x
Manntall,1646,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Gabriel Kolajockeius,,Fjellsamer,SE/RA/55201/55201.30/4,33,https://sok.riksarkivet.se/bildvisning/A0055890_00033,Nei,Nei,x,x,x
Skattemanntall,1646,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0006,55-67,https://media.digitalarkivet.no/view/77151/55,Nei,Nei,x,x,x
Skattemanntall,1646,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn (nesten uleselig),RA/EA-5023/R/Rb/Rbæ/L0006,78-90,https://media.digitalarkivet.no/view/77151/78,Nei,Nei,x,x,x
Skattemanntall,,Ytre Finnmark,Bygder,Norge,,1647-48,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0006,122-135,https://media.digitalarkivet.no/view/77151/122,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1646,Salten,Fjerdinger,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0033,243,https://media.digitalarkivet.no/view/77136/243,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1646,Senja,Tingsted,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0033,271,https://media.digitalarkivet.no/view/77136/271,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1646,Troms,Bygder,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0033,315,https://media.digitalarkivet.no/view/77136/315,Nei,Nei,x,x,x
Skattemanntall,,Ytre Finnmark,Bygder,Norge,,1647-48,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0006,155-168,https://media.digitalarkivet.no/view/77151/155,Nei,Nei,x,x,x
Matrikkel,1647,Troms og Finnmark,Gårder,Norge,,,,,,x,Ja,Nei,https://www.nb.no/items/e6ae2419e922c556eac047afa37d18b2?page=5,x,x
Matrikkel,1647,Nordland,Gårder,Norge,,,,,,x,Ja,Nei,https://www.nb.no/items/URN:NBN:no-nb_digibok_2012012606054?page=11,x,x
Kontribusjon & Rosstjeneste,1647,Salten,Fjerdinger,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0034,124,https://media.digitalarkivet.no/view/77137/124,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1647,Senja,Tingsted,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0034,165,https://media.digitalarkivet.no/view/77137/165,Nei,Nei,x,x,x
Kontribusjon & Rosstjeneste,1647,Troms,Bygder,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0034,227,https://media.digitalarkivet.no/view/77137/227,Nei,Nei,x,x,x
Manntall,1647,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Gabriel Kolajockeius,,Fjellsamer (Nesten uleselig),SE/RA/55201/55201.30/4,71,https://sok.riksarkivet.se/bildvisning/A0055890_00071,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1648,Salten,Fjerdinger & gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0035,163,https://media.digitalarkivet.no/view/77138/163,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1648,Senja,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0035,201,https://media.digitalarkivet.no/view/77138/201,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1648,Troms,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0035,235,https://media.digitalarkivet.no/view/77138/235,Nei,Nei,x,x,x
Manntall,1649,Torne og Kemi Lappmark,Finnebyer,Sverige,Johannes Tornberg & Gabriel Kolajockeius,,Fjellsamer,SE/RA/55201/55201.30/5,25,https://sok.riksarkivet.se/bildvisning/A0055891_00025,Nei,Nei,x,x,x
Skattemanntall,1649,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0006,177-191,https://media.digitalarkivet.no/view/77151/177,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1649,Salten,Fjerdinger & gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0036,93,https://media.digitalarkivet.no/view/77139/93,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1649,Senja,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0036,131,https://media.digitalarkivet.no/view/77139/131,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1649,Troms,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0036,163,https://media.digitalarkivet.no/view/77139/163,Nei,Nei,x,x,x
Skattemanntall,1650,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn (Tidvis uleselig),RA/EA-5023/R/Rb/Rbæ/L0006,249-262,https://media.digitalarkivet.no/view/77151/249,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1650,Salten,Fjerdinger & gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0036,300,https://media.digitalarkivet.no/view/77139/300,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1650,Senja,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0036,338,https://media.digitalarkivet.no/view/77139/338,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1650,Troms,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0036,367,https://media.digitalarkivet.no/view/77139/367,Nei,Nei,x,x,x
Skattemanntall,1651,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0006,312-327,https://media.digitalarkivet.no/view/77151/312,Nei,Nei,x,x,x
Skattemanntall,1652,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,2-16,https://media.digitalarkivet.no/view/77152/2,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1652,Salten,Fjerdinger & gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0037,242,https://media.digitalarkivet.no/view/77140/242,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1652,Senja,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0037,294,https://media.digitalarkivet.no/view/77140/294,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1652,Troms,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0037,324,https://media.digitalarkivet.no/view/77140/324,Nei,Nei,x,x,x
Skattemanntall,1653,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,48-62,https://media.digitalarkivet.no/view/77152/48,Nei,Nei,x,x,x
Skattemanntall,1653,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,86-98,https://media.digitalarkivet.no/view/77152/86,Nei,Nei,x,x,x
Skattemanntall,1655,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,125-136,https://media.digitalarkivet.no/view/77152/125,Nei,Nei,x,x,x
Manntall,1655,Torne og Kemi Lappmark,Finnebyer,Sverige,"Johannes Tornberg & ""johannes""",,Fjellsamer,SE/RA/55201/55201.30/6,20,https://sok.riksarkivet.se/bildvisning/A0055892_00020,Nei,Nei,x,x,x
Skattemanntall,1656,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,159-171,https://media.digitalarkivet.no/view/77152/159,Nei,Nei,x,x,x
Manntall,1656,Torne og Kemi Lappmark,Finnebyer,Sverige,"Johannes Tornberg & ""johannes""",,Fjellsamer,SE/RA/55201/55201.30/7,28,https://sok.riksarkivet.se/bildvisning/A0055893_00028,Nei,Nei,x,x,x
Skattemanntall,1657,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,200-213,https://media.digitalarkivet.no/view/77152/200,Nei,Nei,x,x,x
Manntall,1657,Torne og Kemi Lappmark,Finnebyer,Sverige,"Johannes Tornberg & ""johannes""",,Fjellsamer,SE/RA/55201/55201.30/7,53,https://sok.riksarkivet.se/bildvisning/A0055893_00053,Nei,Nei,x,x,x
Skattemanntall,1658,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,225-236,https://media.digitalarkivet.no/view/77152/225,Nei,Nei,x,x,x
Manntall,1658,Torne og Kemi Lappmark,Finnebyer,Sverige,"Johannes Tornberg & ""johannes""",,Fjellsamer,SE/RA/55201/55201.30/7,84,https://sok.riksarkivet.se/bildvisning/A0055893_00084,Nei,Nei,x,x,x
Skattemanntall,1659,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,260-270,https://media.digitalarkivet.no/view/77152/260,Nei,Nei,x,x,x
Manntall,1659,Torne og Kemi Lappmark,Finnebyer,Sverige,"Johannes Tornberg & ""johannes""",,Fjellsamer,SE/RA/55201/55201.30/7,116,https://sok.riksarkivet.se/bildvisning/A0055893_00116,Nei,Nei,x,x,x
Leidangsmanntall,1659,Salten,Fjerdinger og bygder,Norge,,,uklart,RA/EA-5023/R/Rb/Rbz/L0039,172,https://media.digitalarkivet.no/view/77142/172,Nei,Nei,x,x,x
,1659,Senja,Fjerdinger og bygder,Norge,,,Samer og Nordmenn,RA/EA-5023/R/Rb/Rbz/L0039,219,https://media.digitalarkivet.no/view/77142/219,Nei,Nei,x,x,x
Skattemanntall,1660,Ytre Finnmark,Bygder,Norge,,,Drenger og Buemenn,RA/EA-5023/R/Rb/Rbæ/L0007,287-299,https://media.digitalarkivet.no/view/77152/287,Nei,Nei,x,x,x
Manntall,1660,Torne og Kemi Lappmark,Finnebyer,Sverige,"Johannes Tornberg & ""johannes""",,Fjellsamer,SE/RA/55201/55201.30/8,85,https://sok.riksarkivet.se/bildvisning/A0055894_00085,Nei,Nei,x,x,x
Landkommisjon,1661,"Nordland, Senja",,Norge,,,,RA/EA-4070/L/L0030/0001,3,https://media.digitalarkivet.no/view/38752/3,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1661,Salten,Fjerdinger & gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0039,84,https://media.digitalarkivet.no/view/77142/84,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1661,Senja,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0039,115,https://media.digitalarkivet.no/view/77142/115,Nei,Nei,x,x,x
Kontribusjon & odelsskatt,1661,Troms,Tingsteder & Gårdsbruk,Norge,,,"Jordeiere, buemenn, drenger",RA/EA-5023/R/Rb/Rbz/L0039,132,https://media.digitalarkivet.no/view/77142/132,Nei,Nei,x,x,x
Skattemanntall,1662,Salten,Bygder,Norge,,,,RA/EA-4070/L/L0030/0002,51,https://media.digitalarkivet.no/view/38753/51,Nei,Nei,x,x,x
Skattemanntall,1662,Senja,Bygder,Norge,,,Finnejorder er med,RA/EA-4070/L/L0030/0002,117,https://media.digitalarkivet.no/view/38753/117,Nei,Nei,x,x,x
Skattemanntall,1662,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,"Drenger og Buemenn, skatt samlet i 1662",RA/EA-4092/R69/L4849,11,https://media.digitalarkivet.no/view/48947/11,Nei,Nei,x,x,x
Skattemanntall,1662,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,25-36,https://media.digitalarkivet.no/view/48947/25,Nei,Nei,x,x,x
Tiendemanntall,1663,Salten,Fjerdinger,Norge,,,,RA/EA-5023/R/Rb/Rbz/L0040,39,https://media.digitalarkivet.no/view/77143/39,Nei,Nei,x,x,x
Skattemanntall,1663,Ofoten,Finnebyer,Sverige,Niels Ingevalsen,,Sjøsamer,SE/RA/5121/5121.18/1603: 10,44,https://sok.riksarkivet.se/bildvisning/A0044634_00044,Nei,Nei,x,x,x
Skattemanntall,1663,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,38-48,https://media.digitalarkivet.no/view/48947/38,Nei,Nei,x,x,x
Jordebok og Leidangsmanntall,1664,Salten,Bygder,Norge,,,,RA/EA-5023/R/Rb/Rbz/L0040,120,https://media.digitalarkivet.no/view/77143/120,Nei,Nei,x,x,x
Tiendemanntall,1664,Salten,Fjerdinger,Norge,,,,RA/EA-5023/R/Rb/Rbz/L0040,145,https://media.digitalarkivet.no/view/77143/145,Nei,Nei,x,x,x
Tiendemanntall,1664,Senja,Tingsted,Norge,,,,RA/EA-5023/R/Rb/Rbz/L0040,247,https://media.digitalarkivet.no/view/77143/247,Nei,Nei,x,x,x
Skattemanntall,1664,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,51-62,https://media.digitalarkivet.no/view/48947/51,Nei,Nei,x,x,x
Husmannskatt,1664,Salten,Fjerdinger,Norge,,,Husmenn og strandsittere,RA/EA-5023/R/Rb/Rbz/L0040,275,https://media.digitalarkivet.no/view/77143/275,Nei,Nei,x,x,x
Skattemanntall,1664,Senja,"Tingsted, bygder",Norge,,,"Leilendinger, husmenn, drenger, skippere og styrmenn",RA/EA-5023/R/Rb/Rbz/L0040,312,https://media.digitalarkivet.no/view/77143/312,Nei,Nei,x,x,x
Skattemanntall,1664,Senja,"Tingsted, bygder",Norge,,,"Prinsessestyr, mikkelsmesse",RA/EA-5023/R/Rb/Rbz/L0041,23,https://media.digitalarkivet.no/view/77144/23,Nei,Nei,x,x,x
Tiendemanntall,1665,Salten,Fjerdinger,Norge,,,,RA/EA-5023/R/Rb/Rbz/L0040,374,https://media.digitalarkivet.no/view/77143/374,Nei,Nei,x,x,x
Matrikkel,1665,,,Norge,,,Matrikkelen fra 1665,,,,Nei,Nei,x,x,x
Skattemanntall,1665,Senja,"Tingsted, bygder",Norge,,,"Prinsessestyr, mikkelsmesse",RA/EA-5023/R/Rb/Rbz/L0041,90,https://media.digitalarkivet.no/view/77144/90,Nei,Nei,x,x,x
Skattemanntall,1666,Senja,"Tingsted, Bygder",Norge,,,"Leilending, husmen, drenger, odel",RA/EA-5023/R/Rb/Rbz/L0041,57,https://media.digitalarkivet.no/view/77144/57,Nei,Nei,x,x,x
Proviantskatt,166,Senja,Gårder,Norge,,,fullgårder,RA/EA-5023/R/Rb/Rbz/L0041,108,https://media.digitalarkivet.no/view/77144/108,Nei,Nei,x,x,x
Skattemanntall,1666,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,64-77,https://media.digitalarkivet.no/view/48947/64,Nei,Nei,x,x,x
Skattemanntall,1666,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,79-92,https://media.digitalarkivet.no/view/48947/79,Nei,Nei,x,x,x
Smørskatt,1666,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Bumenn,RA/EA-4092/R69/L4849,124-132,https://media.digitalarkivet.no/view/48947/124,Nei,Nei,x,x,x
Smørskatt,1666,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Bumenn,RA/EA-4092/R69/L4849,134-143,https://media.digitalarkivet.no/view/48947/134,Nei,Nei,x,x,x
Skattemanntall,1666,Ytre Finnmark,Bygder og Finnebyer,Norge,Niels Søfrensen,,"Her kommer finnemanntallet splittet opp og etter hver by, veldig interessant",RA/EA-4092/R69/L4849,145-158,https://media.digitalarkivet.no/view/48947/145,Nei,Nei,x,x,x
Matrikkel,1667,Troms,Gårdsbruk,Norge,,,Gårdsbruk,A/EA-4070/N/Nb/Nba/L0059,3,https://media.digitalarkivet.no/view/39129/3,Nei,Nei,x,x,x
Skattemanntall,1667,Salten,"Fjerdinger, bygder",Norge,,,"Leilendinger, odel, husmenn, tjenestedrenger",RA/EA-5023/R/Rb/Rbz/L0041,171,https://media.digitalarkivet.no/view/77144/171,Nei,Nei,x,x,x
Skattemanntall,1667,Senja,"Tingsteder, bygder",Norge,,,"Leilendinger, odel, husmenn, tjenestedrenger",RA/EA-5023/R/Rb/Rbz/L0041,273,https://media.digitalarkivet.no/view/77144/273,Nei,Nei,x,x,x
Proviantskatt,1667,Salten,Gårder,Norge,,,fullgårder,RA/EA-5023/R/Rb/Rbz/L0041,332,https://media.digitalarkivet.no/view/77144/332,Nei,Nei,x,x,x
Proviantskatt,1667,Senja,Gårder,Norge,,,fullgårder,RA/EA-5023/R/Rb/Rbz/L0041,394,https://media.digitalarkivet.no/view/77144/394,Nei,Nei,x,x,x
Skattemanntall,1667,Torne og Kemi Lappmark,Finnebyer,Sverige,Arendt Grape,,Fjellsamer,SE/RA/55203/55203.29/10,8,https://sok.riksarkivet.se/bildvisning/A0001770_00008,Nei,Nei,x,x,x
Skattemanntall,1667,Ytre Finnmark,Bygder og Finnebyer,Norge,Niels Søfrensen,,Buemenn og Samer,RA/EA-4092/R69/L4849,161-178,https://media.digitalarkivet.no/view/48947/161,Nei,Nei,x,x,x
Skattemanntall,1668,Salten,Fjerdinger,Norge,,,Drenger og husmenn,RA/EA-5023/R/Rb/Rbz/L0042,83,https://media.digitalarkivet.no/view/77145/83,Nei,Nei,x,x,x
Skattemanntall,1668,Senja,Bygder,Norge,,,"Leilendinger, husmenn og drenger",RA/EA-5023/R/Rb/Rbz/L0042,109,https://media.digitalarkivet.no/view/77145/109,Nei,Nei,x,x,x
Odelskatt,1668,Salten,Fjerdinger,Norge,,,"Odelskatt til pinse, olsok og mikkelsmesse",RA/EA-5023/R/Rb/Rbz/L0042,153,https://media.digitalarkivet.no/view/77145/153,Nei,Nei,x,x,x
Odelskatt,1668,Senja,Tingsted,Norge,,,"Odelskatt til pinse, olsok og mikkelsmesse",RA/EA-5023/R/Rb/Rbz/L0042,167,https://media.digitalarkivet.no/view/77145/167,Nei,Nei,x,x,x
Skattemanntall,1668,Senja,Bygder,Norge,,,"Prinsessestyr, påske og mikkelsmesse",RA/EA-5023/R/Rb/Rbz/L0042,183,https://media.digitalarkivet.no/view/77145/183,Nei,Nei,x,x,x
Skattemanntall,1669,Torne og Kemi Lappmark,Finnebyer,Sverige,Arendt Grape,,Fjellsamer,SE/RA/55203/55203.29/11,69,https://sok.riksarkivet.se/bildvisning/A0001771_00069,Nei,Nei,x,x,x
Skattemanntall,1669,Ytre Finnmark,Bygder og Finnebyer,Norge,Niels Søfrensen,,Buemenn og Samer,RA/EA-4092/R69/L4849,180-196,https://media.digitalarkivet.no/view/48947/180,Nei,Nei,x,x,x
Skattemanntall,1670,Senja,Gårder,Norge,,,Leilendinger og odel,RA/EA-6044/R/Rh/L0001,110,https://media.digitalarkivet.no/view/77479/110,Nei,Nei,x,x,x
Leilendingsskatt,1670,Troms,Gårder,Norge,,,Leilendinger,RA/EA-6044/R/Rh/L0001,136,https://media.digitalarkivet.no/view/77479/136,Nei,Nei,x,x,x
Skattemanntall,1671,Torne og Kemi Lappmark,Finnebyer,Sverige,Arendt Grape,,"Kun deler av Tårne Lappmark, Fjellsamer",SE/RA/55203/55203.29/13,183,https://sok.riksarkivet.se/bildvisning/A0001772_00183,Nei,Nei,x,x,x
Skattemanntall,1671,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,223-240,https://media.digitalarkivet.no/view/48947/223,Nei,Nei,x,x,x
Leilendingskatt,1671,Salten,Bygder,Norge,,,Leilendinger,RA/EA-6044/R/Rh/L0001,228,https://media.digitalarkivet.no/view/77479/228,Nei,Nei,x,x,x
Skattemanntall,1671,Senja,Bygder,Norge,,,Leilendinger og odel,RA/EA-6044/R/Rh/L0001,297,https://media.digitalarkivet.no/view/77479/297,Nei,Nei,x,x,x
Leilendingskatt,1671,Troms,Bygder,Norge,,,Leilendinger,RA/EA-6044/R/Rh/L0001,322,https://media.digitalarkivet.no/view/77479/322,Nei,Nei,x,x,x
Odelsskatt,1671,Salten,Fjerdinger,Norge,,,Odel,RA/EA-6044/R/Rh/L0001,347,https://media.digitalarkivet.no/view/77479/347,Nei,Nei,x,x,x
Leilendingsskatt,1672,Salten,Bygder,Norge,,,Leilendinger og tiende,RA/EA-6044/R/Rh/L0002,92,https://media.digitalarkivet.no/view/77480/92,Nei,Nei,x,x,x
Skattemanntall,1672,Senja,Bygder,Norge,,,"Leilending, odel og tiende",RA/EA-6044/R/Rh/L0002,176,https://media.digitalarkivet.no/view/77480/176,Nei,Nei,x,x,x
Skattemanntall,1672,Troms,Bygder,Norge,,,Leilendinger og odel,RA/EA-6044/R/Rh/L0002,202,https://media.digitalarkivet.no/view/77480/202,Nei,Nei,x,x,x
Odelskatt,1672,Salten,Fjerdinger,Norge,,,Odel,RA/EA-6044/R/Rh/L0002,229,https://media.digitalarkivet.no/view/77480/229,Nei,Nei,x,x,x
Skattemanntall,1672,Ytre Finnmark,Bygder,Norge,Niels Søfrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,241-256,https://media.digitalarkivet.no/view/48947/242,Nei,Nei,x,x,x
Skattemanntall,1673-74,Øst-Finnmark,Bygder,Norge,Lauridtz Søffrensen,,Drenger og Buemenn,RA/EA-4092/R69/L4849,278,https://media.digitalarkivet.no/view/48947/277,Nei,Nei,x,x,x
Skattemanntall,1673,Salten,Bygder,Norge,,,"Leilendinger, stemplet papir og tiende",RA/EA-6044/R/Rh/L0003,79,https://media.digitalarkivet.no/view/77481/79,Nei,Nei,x,x,x
Skattemanntall,1673,Senja,Bygder,Norge,,,"Leilendinger, odel og stemplet papir",RA/EA-6044/R/Rh/L0003,160,https://media.digitalarkivet.no/view/77481/160,Nei,Nei,x,x,x
Skattemanntall,1673,Troms,Bygder,Norge,,,Leilendinger og odel,RA/EA-6044/R/Rh/L0003,189,https://media.digitalarkivet.no/view/77481/189,Nei,Nei,x,x,x
Odelskatt,1673,Salten,Fjerdinger,Norge,,,Odel,RA/EA-6044/R/Rh/L0003,221,https://media.digitalarkivet.no/view/77481/221,Nei,Nei,x,x,x
